sampleTimeStamp.seconds;sampleTimeStamp.microseconds;lat;lon;speed;accel_lon;accel_trans;accel_down
1646666487;643226;57.719199354;11.956855568;0.0223078;0.09014697;0.01880925;-0.01639337
1646666487;743292;57.719199352;11.956855564;0.02169016;0.03444754;-0.02761049;-0.03875747
1646666487;843267;57.71919935;11.956855559;0.0229963;-0.0101117;-0.01479367;-0.03672069
1646666487;943267;57.719199347;11.956855552;0.02394151;-0.04254675;0.02057173;0.07447235
1646666488;43259;57.719199344;11.956855545;0.02402755;-0.07188457;0.02242334;0.1075113
1646666488;143308;57.719199341;11.956855538;0.02249753;-0.04624673;0.004456544;-0.01471243
1646666488;243316;57.719199339;11.956855532;0.0220146;0.07114876;-0.03411271;-0.1212833
1646666488;343254;57.719199339;11.956855528;0.02290032;0.07927035;-0.02908919;-0.1139464
1646666488;443567;57.71919934;11.956855523;0.02407055;-0.02469405;-0.01503116;-0.02743395
1646666488;543270;57.719199341;11.956855516;0.02660772;-0.09288993;0.04545607;0.1333568
1646666488;643294;57.719199342;11.956855506;0.02791625;-0.1445227;-0.01659184;0.1071382
1646666488;743294;57.719199344;11.956855495;0.0247548;0.108647;-0.07580727;-0.1227861
1646666488;843266;57.719199344;11.95685549;0.01921028;0.3263239;-0.02190423;-0.3988138
1646666488;943301;57.719199344;11.956855486;0.02198315;0.2623887;-0.06105975;-0.3901912
